,vendor_name,bitcoin_amt,USD,date,product_description,Count,can_be_vaped,is_edible,THC_purity,Quantity,Unit,Unit_mass_in_grams,Total_mass_in_grams
672,WA2018,-1.0,135.0,2019-09-20 9:28:00,30 Gram - 135 USD - SPECIAL AAA+WEED Gorilla Glue #4 (GG4)Indoor GRASS,0.0,0,0.0,0.0,0.0,0,30.0,30.0
673,WA2018,-1.0,171.0,2019-09-10 10:16:00,38 Gram - 171 USD - SPECIAL AAA+WEED Gorilla Glue #4 (GG4)Indoor GRASS,0.0,0,0.0,0.0,0.0,0,38.0,38.0
674,WA2018,-1.0,306.0,2019-09-07 10:25:00,68 Gram - 306 USD - SPECIAL AAA+WEED Gorilla Glue #4 (GG4)Indoor GRASS,0.0,0,0.0,0.0,0.0,0,68.0,68.0
675,WA2018,-1.0,180.0,2019-08-30 8:44:00,40 Gram - 180 USD - SPECIAL AAA+WEED Gorilla Glue #4 (GG4)Indoor GRASS,0.0,0,0.0,0.0,0.0,0,40.0,40.0
676,WA2018,-1.0,116.0,2019-06-28 4:35:00,29 Gram - 116 USD - ON SALE!AAA+ Fire OG weed INDOOR,0.0,0,0.0,0.0,0.0,0,29.0,29.0
677,c4rl0s,-1.0,-1.0,2018-12-31 7:45:00,100 Gram - 630 EUR - +++TOP QUALITY+++ CANNALOPE HAZE – Unreleased genetic +++ SALE,0.0,0,0.0,0.0,0.0,0,100.0,100.0
678,c4rl0s,-1.0,-1.0,2018-12-30 4:07:00,25 Gram - 185.25 EUR - +++TOP QUALITY+++ CANNALOPE HAZE – Unreleased genetic +++ SALE,0.0,0,0.0,0.0,0.0,0,25.0,25.0
679,c4rl0s,-1.0,-1.0,2018-12-29 8:04:00,11 Gram - 89.25 EUR - +++TOP QUALITY+++ CANNALOPE HAZE – Unreleased genetic +++ SALE,0.0,0,0.0,0.0,0.0,0,11.0,11.0
680,c4rl0s,-1.0,-1.0,2018-12-26 11:46:00,5 Gram - 46.5 EUR - +++TOP QUALITY+++ CANNALOPE HAZE – Unreleased genetic +++ SALE,0.0,0,0.0,0.0,0.0,0,5.0,5.0
681,c4rl0s,-1.0,-1.0,2018-12-20 6:16:00,10 Gram - 81.5 EUR - +++TOP QUALITY+++ CANNALOPE HAZE – Unreleased genetic +++ SALE,0.0,0,0.0,0.0,0.0,0,10.0,10.0
682,c4rl0s,-1.0,-1.0,2018-12-15 4:37:00,410 Gram - 2285 EUR - +++TOP QUALITY+++ CANNALOPE HAZE – Unreleased genetic +++ SALE,0.0,0,0.0,0.0,0.0,0,410.0,410.0
683,c4rl0s,-1.0,-1.0,2018-12-15 12:49:00,50 Gram - 380 EUR - +++TOP QUALITY+++ CANNALOPE HAZE – Unreleased genetic +++ SALE,0.0,0,0.0,0.0,0.0,0,50.0,50.0
684,c4rl0s,-1.0,-1.0,2018-12-12 9:54:00,15 Gram - 120.25 EUR - +++TOP QUALITY+++ CANNALOPE HAZE – Unreleased genetic +++ SALE,0.0,0,0.0,0.0,0.0,0,15.0,15.0
685,c4rl0s,-1.0,-1.0,2018-12-11 12:34:00,7 Gram - 63.5 EUR - +++TOP QUALITY+++ CANNALOPE HAZE – Unreleased genetic +++ SALE,0.0,0,0.0,0.0,0.0,0,7.0,7.0
686,c4rl0s,-1.0,-1.0,2018-12-06 12:02:00,10 Gram - 79 EUR - +++TOP QUALITY+++ CANNALOPE HAZE – Unreleased genetic +++ SALE,0.0,0,0.0,0.0,0.0,0,10.0,10.0
687,c4rl0s,-1.0,-1.0,2018-12-05 12:14:00,65 Gram - 485 EUR - +++TOP QUALITY+++ CANNALOPE HAZE – Unreleased genetic +++ SALE,0.0,0,0.0,0.0,0.0,0,65.0,65.0
688,c4rl0s,-1.0,-1.0,2018-12-04 1:34:00,8 Gram - 72 EUR - +++TOP QUALITY+++ CANNALOPE HAZE – Unreleased genetic +++ SALE,0.0,0,0.0,0.0,0.0,0,8.0,8.0
689,c4rl0s,-1.0,-1.0,2018-12-01 10:48:00,5 Gram - 62.5 EUR - +++TOP QUALITY+++ CANNALOPE HAZE – Unreleased genetic +++ SALE,0.0,0,0.0,0.0,0.0,0,5.0,5.0
690,Utopia13,-1.0,-1.0,2019-09-26 5:21:00,10 Gram - 75 EUR - ***** AFGHAN X HAZE *****  ***** SPAIN PREMIUM TOP QUALITY *****,0.0,0,0.0,0.0,0.0,0,10.0,10.0
691,Rotterdamuss,-1.0,-1.0,2018-12-24 2:31:00,2 Gram - 30 EUR - #Honey Moroccan Blonde #AAA+,0.0,0,0.0,0.0,0.0,0,2.0,2.0
692,Rotterdamuss,-1.0,-1.0,2018-12-19 6:50:00,2 Gram - 34.5 EUR - #Honey Moroccan Blonde #AAA+,0.0,0,0.0,0.0,0.0,0,2.0,2.0
693,Rotterdamuss,-1.0,-1.0,2018-12-07 8:39:00,25 Gram - 250 EUR - #Honey Moroccan Blonde #Free Shipping #Kostenloser Versand,0.0,0,0.0,0.0,0.0,0,25.0,25.0
694,Rotterdamuss,-1.0,-1.0,2018-12-06 2:20:00,2 Gram - 30 EUR - #Honey Moroccan Blonde #Free Shipping #Kostenloser Versand,0.0,0,0.0,0.0,0.0,0,2.0,2.0
695,Rotterdamuss,-1.0,-1.0,2019-11-27 7:34:00,5 Gram - 62.5 EUR - #Honey Moroccan Blonde #Free Shipping #Kostenloser Versand,0.0,0,0.0,0.0,0.0,0,5.0,5.0
696,Rotterdamuss,-1.0,-1.0,2019-11-16 11:35:00,50 Gram - 475 EUR - #Honey Moroccan Blonde #Free Shipping #Kostenloser Versand,0.0,0,0.0,0.0,0.0,0,50.0,50.0
697,Rotterdamuss,-1.0,-1.0,2019-11-15 12:10:00,3 Gram - 45 EUR - #Honey Moroccan Blonde #Free Shipping #Kostenloser Versand,0.0,0,0.0,0.0,0.0,0,3.0,3.0
698,Rotterdamuss,-1.0,-1.0,2019-11-08 4:01:00,10 Gram - 110 EUR - #Honey Moroccan Blonde #Free Shipping #Kostenloser Versand,0.0,0,0.0,0.0,0.0,0,10.0,10.0
699,Rotterdamuss,-1.0,-1.0,2019-10-03 6:08:00,28 Gram - 280 EUR - #Honey Moroccan Blonde #Free Shipping #Kostenloser Versand,0.0,0,0.0,0.0,0.0,0,28.0,28.0
700,-Lenas-BioLaden-,-1.0,-1.0,2018-12-30 6:59:00,5 Gram - 72.5 EUR - * Lena\'s * FORBIDDEN FRUIT * Bio Weed * ( Indica),0.0,0,0.0,0.0,0.0,0,5.0,5.0
701,-Lenas-BioLaden-,-1.0,-1.0,2018-12-27 1:28:00,1 Gram - 18 EUR - * Lena\'s * FORBIDDEN FRUIT * Bio Weed * ( Indica),0.0,0,0.0,0.0,0.0,0,1.0,1.0
702,-Lenas-BioLaden-,-1.0,-1.0,2018-12-26 7:34:00,2 Gram - 32 EUR - * Lena\'s * FORBIDDEN FRUIT * Bio Weed * ( Indica),0.0,0,0.0,0.0,0.0,0,2.0,2.0
703,-Lenas-BioLaden-,-1.0,-1.0,2018-12-26 5:09:00,2 Gram - 36.75 EUR - * Lena\'s * FORBIDDEN FRUIT * Bio Weed * ( Indica),0.0,0,0.0,0.0,0.0,0,2.0,2.0
704,-Lenas-BioLaden-,-1.0,-1.0,2018-12-24 9:17:00,10 Gram - 148.49 EUR - * Lena\'s * FORBIDDEN FRUIT * Bio Weed * ( Indica),0.0,0,0.0,0.0,0.0,0,10.0,10.0
705,-Lenas-BioLaden-,-1.0,-1.0,2018-12-23 8:08:00,3 Gram - 48 EUR - * Lena\'s * FORBIDDEN FRUIT * Bio Weed * ( Indica),0.0,0,0.0,0.0,0.0,0,3.0,3.0
706,-Lenas-BioLaden-,-1.0,-1.0,2018-12-21 6:04:00,10 Gram - 144.75 EUR - * Lena\'s * FORBIDDEN FRUIT * Bio Weed * ( Indica),0.0,0,0.0,0.0,0.0,0,10.0,10.0
707,-Lenas-BioLaden-,-1.0,-1.0,2018-12-19 7:45:00,7 Gram - 116.39 EUR - * Lena\'s * FORBIDDEN FRUIT * Bio Weed * ( Indica),0.0,0,0.0,0.0,0.0,0,7.0,7.0
708,-Lenas-BioLaden-,-1.0,-1.0,2018-12-19 1:38:00,1 Gram - 22.75 EUR - * Lena\'s * FORBIDDEN FRUIT * Bio Weed * ( Indica),0.0,0,0.0,0.0,0.0,0,1.0,1.0
709,-Lenas-BioLaden-,-1.0,-1.0,2018-12-17 1:15:00,7 Gram - 101.5 EUR - * Lena\'s * FORBIDDEN FRUIT * Bio Weed * ( Indica),0.0,0,0.0,0.0,0.0,0,7.0,7.0
710,-Lenas-BioLaden-,-1.0,-1.0,2019-11-18 6:29:00,10 Gram - 140 EUR - * Lena\'s * FRUITELLA * Bio Weed *,0.0,0,0.0,0.0,0.0,0,10.0,10.0
711,-Lenas-BioLaden-,-1.0,-1.0,2019-11-06 1:30:00,3 Gram - 56.49 EUR - * Lena\'s * FRUITELLA * Bio Weed *,0.0,0,0.0,0.0,0.0,0,3.0,3.0
712,-Lenas-BioLaden-,-1.0,-1.0,2019-10-29 5:47:00,10 Gram - 148.49 EUR - * Lena\'s * FRUITELLA * Bio Weed *,0.0,0,0.0,0.0,0.0,0,10.0,10.0
713,-Lenas-BioLaden-,-1.0,-1.0,2019-10-28 3:22:00,10 Gram - 144.75 EUR - * Lena\'s * FRUITELLA * Bio Weed *,0.0,0,0.0,0.0,0.0,0,10.0,10.0
714,-Lenas-BioLaden-,-1.0,-1.0,2019-10-19 2:03:00,3 Gram - 52.75 EUR - * Lena\'s * FRUITELLA * Bio Weed *,0.0,0,0.0,0.0,0.0,0,3.0,3.0
715,-Lenas-BioLaden-,-1.0,-1.0,2019-09-26 4:35:00,2 Gram - 36.75 EUR - * Lena\'s * FRUITELLA * Bio Weed *,0.0,0,0.0,0.0,0.0,0,2.0,2.0
716,-Lenas-BioLaden-,-1.0,-1.0,2019-09-23 10:53:00,2 Gram - 40.49 EUR - * Lena\'s * FRUITELLA * Bio Weed *,0.0,0,0.0,0.0,0.0,0,2.0,2.0
717,-Lenas-BioLaden-,-1.0,-1.0,2019-09-15 10:22:00,1 Gram - 18 EUR - * Lena\'s * FRUITELLA * Bio Weed *,0.0,0,0.0,0.0,0.0,0,1.0,1.0
718,KleinAberFein,-1.0,-1.0,2019-01-01 5:25:00,10 Gram - 103 EUR - Big Bud (Aktion 9€/g),0.0,0,0.0,0.0,0.0,0,10.0,10.0
719,KleinAberFein,-1.0,-1.0,2018-12-29 1:05:00,20 Gram - 183 EUR - Big Bud (Aktion 9€/g),0.0,0,0.0,0.0,0.0,0,20.0,20.0
720,KleinAberFein,-1.0,-1.0,2018-12-25 12:56:00,15 Gram - 153 EUR - Big Bud (Aktion 9€/g),0.0,0,0.0,0.0,0.0,0,15.0,15.0
721,KleinAberFein,-1.0,-1.0,2018-12-22 6:54:00,14 Gram - 143 EUR - Big Bud (Aktion 9€/g),0.0,0,0.0,0.0,0.0,0,14.0,14.0
722,KleinAberFein,-1.0,-1.0,2018-12-20 8:35:00,5 Gram - 58 EUR - Big Bud (Aktion 9€/g),0.0,0,0.0,0.0,0.0,0,5.0,5.0
723,KleinAberFein,-1.0,-1.0,2018-12-03 3:03:00,7 Gram - 80 EUR - Big Bud (Aktion 9€/g),0.0,0,0.0,0.0,0.0,0,7.0,7.0
724,WA2018,-1.0,110.0,2018-12-31 11:03:00,1 Ounce - 110 USD - *Most popular strain [Platinum Bubba Kush] indoor,0.0,0,0.0,0.0,1.0,oz,0.0,28.35
725,WA2018,-1.0,110.0,2018-12-25 12:53:00,1 Ounce - 110 USD - NEW HOT! fresh [Platinum Bubba Kush] indoor,0.0,0,0.0,0.0,1.0,oz,0.0,28.35
726,WA2018,-1.0,380.0,2018-12-24 6:45:00,4 Ounce - 380 USD - NEW HOT! fresh [Platinum Bubba Kush] indoor,0.0,0,0.0,0.0,4.0,oz,0.0,113.4
727,WA2018,-1.0,220.0,2018-12-20 5:00:00,2 Ounce - 220 USD - NEW HOT! fresh [Platinum Bubba Kush] indoor,0.0,0,0.0,0.0,2.0,oz,0.0,56.7
728,WA2018,-1.0,680.0,2018-12-20 6:43:00,8 Ounce - 680 USD - NEW HOT! fresh [Platinum Bubba Kush] indoor,0.0,0,0.0,0.0,8.0,oz,0.0,226.8
729,WA2018,-1.0,850.0,2018-12-13 11:21:00,10 Ounce - 850 USD - NEW HOT! fresh [Platinum Bubba Kush] indoor,0.0,0,0.0,0.0,10.0,oz,0.0,283.5
730,WA2018,-1.0,570.0,2019-11-09 4:40:00,6 Ounce - 570 USD - NEW HOT! fresh [Platinum Bubba Kush] indoor,0.0,0,0.0,0.0,6.0,oz,0.0,170.10000000000002
731,-Lenas-BioLaden-,-1.0,-1.0,2018-12-30 3:31:00,2.5 Gram - 44.75 EUR - * Lena\'s * HAWAIIAN SNOW * Bio Weed * (Sativa),0.0,0,0.0,0.0,0.0,0,2.5,2.5
732,-Lenas-BioLaden-,-1.0,-1.0,2018-12-30 6:59:00,5 Gram - 89.89 EUR - * Lena\'s * HAWAIIAN SNOW * Bio Weed * (Sativa),0.0,0,0.0,0.0,0.0,0,5.0,5.0
733,-Lenas-BioLaden-,-1.0,-1.0,2018-12-28 1:42:00,5 Gram - 79.75 EUR - * Lena\'s * HAWAIIAN SNOW * Bio Weed * (Sativa),0.0,0,0.0,0.0,0.0,0,5.0,5.0
734,-Lenas-BioLaden-,-1.0,-1.0,2018-12-27 2:44:00,3 Gram - 52.75 EUR - * Lena\'s * HAWAIIAN SNOW * Bio Weed * (Sativa),0.0,0,0.0,0.0,0.0,0,3.0,3.0
735,-Lenas-BioLaden-,-1.0,-1.0,2018-12-27 1:28:00,1 Gram - 21.75 EUR - * Lena\'s * HAWAIIAN SNOW * Bio Weed * (Sativa),0.0,0,0.0,0.0,0.0,0,1.0,1.0
736,-Lenas-BioLaden-,-1.0,-1.0,2018-12-23 8:05:00,5 Gram - 83.49 EUR - * Lena\'s * HAWAIIAN SNOW * Bio Weed * (Sativa),0.0,0,0.0,0.0,0.0,0,5.0,5.0
