vendor_name,bitcoin_amt,USD,date,product_description,Count,can_be_vaped,is_edible,THC purity (%),Quantity/mass,Unit,Unit mass in grams,Total mass in grams
-Lenas-BioLaden-,-1,-1,2018-12-17 9:59:00,5 Gram - 72.25 EUR - * Lena\'s * CHEESE * Bio Weed * (Indica),,,,,,,5,
-Lenas-BioLaden-,-1,-1,2018-12-15 10:57:00,4 Gram - 62.75 EUR - * Lena\'s * CHEESE * Bio Weed * (Indica),,,,,,,4,
-Lenas-BioLaden-,-1,-1,2018-12-15 9:58:00,25 Gram - 322.25 EUR - * Lena\'s * CHEESE * Bio Weed * (Indica),,,,,,,25,
-Lenas-BioLaden-,-1,-1,2018-12-12 7:19:00,10 Gram - 144.89 EUR - * Lena\'s * CHEESE * Bio Weed * (Indica),,,,,,,10,
-Lenas-BioLaden-,-1,-1,2018-12-12 8:43:00,1 Gram - 16 EUR - * Lena\'s * CHEESE * Bio Weed * (Indica),,,,,,,1,
-Lenas-BioLaden-,-1,-1,2018-12-10 8:04:00,10 Gram - 138.49 EUR - * Lena\'s * CHEESE * Bio Weed * (Indica),,,,,,,10,
-Lenas-BioLaden-,-1,-1,2018-12-10 12:08:00,5 Gram - 75.99 EUR - * Lena\'s * CHEESE * Bio Weed * (Indica),,,,,,,5,
-Lenas-BioLaden-,-1,-1,2018-12-07 6:43:00,1 Gram - 20.75 EUR - * Lena\'s * CHEESE * Bio Weed * (Indica),,,,,,,1,
budlighting,-1,95,2019-01-01 3:10:00,1 Ounce - 95 USD - Blue Goo (Light Depo) ****,,,,,1,oz,,
budlighting,-1,1060,2018-12-31 1:51:00,16 Ounce - 1060 USD - Blue Goo (Light Depo) ****,,,,,16,oz,,
budlighting,-1,1845,2018-12-31 4:21:00,26 Ounce - 1845 USD - Blue Goo (Light Depo) ****,,,,,26,oz,,
budlighting,-1,165,2018-12-29 7:39:00,2 Ounce - 165 USD - **** Blue Goo (Light Depo) ****,,,,,2,oz,,
budlighting,-1,320,2018-12-27 10:13:00,4 Ounce - 320 USD - Blue Goo (Light Depo) ****,,,,,4,oz,,
budlighting,-1,580,2018-12-25 3:54:00,8 Ounce - 580 USD - Blue Goo (Light Depo) ****,,,,,8,oz,,
budlighting,-1,90,2018-12-21 9:20:00,1 Ounce - 90 USD - **** Blue Goo (Light Depo) ****,,,,,1,oz,,
budlighting,-1,90,2018-12-20 2:23:00,1 Ounce - 90 USD - Blue Goo (Light Depo) ****,,,,,1,oz,,
budlighting,-1,1780,2018-12-18 4:11:00,27 Ounce - 1780 USD - Blue Goo (Light Depo) ****,,,,,27,oz,,
budlighting,-1,300,2019-11-26 9:39:00,4 Ounce - 300 USD - **** Blue Goo (Light Depo) ****,,,,,4,oz,,
budlighting,-1,1060,2019-11-09 4:21:00,16 Ounce - 1060 USD - **** Blue Goo (Light Depo) ****,,,,,16,oz,,
Badman1312,-1,-1,2019-01-01 9:41:00,12 Gram - 118 EUR - HQ Amnesia Haze 22%~ THC +2G MDMA FOR FREE,,,,22,,,12,
Badman1312,-1,-1,2018-12-27 10:01:00,25 Gram - 222.5 EUR - HQ Amnesia Haze 22%~ THC +2G MDMA FOR FREE,,,,22,,,25,
Badman1312,-1,-1,2018-12-18 9:42:00,10 Gram - 100 EUR - HQ Amnesia Haze 22%~ THC +2G MDMA FOR FREE,,,,22,,,10,
Badman1312,-1,-1,2018-12-18 2:33:00,25 Gram - 235 EUR - HQ Amnesia Haze 22%~ THC,,,,22,,,25,
Badman1312,-1,-1,2018-12-17 12:49:00,10 Gram - 105 EUR - HQ Amnesia Haze 22%~ THC,,,,22,,,10,
Badman1312,-1,-1,2018-12-15 8:29:00,10 Gram - 110 EUR - HQ Amnesia Haze 22%~ THC,,,,22,,,10,
Badman1312,-1,-1,2018-12-13 4:48:00,29 Gram - 261.5 EUR - HQ Amnesia Haze 22%~ THC,,,,22,,,29,
Badman1312,-1,-1,2018-12-11 12:41:00,5 Gram - 60 EUR - HQ Amnesia Haze 22%~ THC,,,,22,,,5,
Badman1312,-1,-1,2018-12-09 12:47:00,10 Gram - 100 EUR - HQ Amnesia Haze 22%~ THC,,,,22,,,10,
Badman1312,-1,-1,2018-12-02 5:58:00,10 Gram - 100 EUR - HQ Amnesia Haze 22%~ THC +5XTC FOR FREE,,,,22,,,10,
Badman1312,-1,-1,2019-11-30 9:40:00,26 Gram - 198 EUR - HQ Amnesia Haze 22%~ THC,,,,22,,,26,
Badman1312,-1,-1,2019-11-29 5:06:00,35 Gram - 307.5 EUR - HQ Amnesia Haze 22%~ THC +2G MDMA FOR FREE,,,,22,,,35,
Badman1312,-1,-1,2019-11-29 4:32:00,26 Gram - 192 EUR - HQ Amnesia Haze,,,,,,,26,
Badman1312,-1,-1,2019-11-26 8:18:00,15 Gram - 145 EUR - HQ Amnesia Haze 22%~ THC +5XTC FOR FREE,,,,22,,,15,
Badman1312,-1,-1,2019-11-24 12:07:00,9 Gram - 100 EUR - HQ Amnesia Haze 22%~ THC +5XTC FOR FREE,,,,22,,,9,
Badman1312,-1,-1,2019-11-23 11:32:00,7 Gram - 80 EUR - HQ Amnesia Haze 22%~ THC +5XTC FOR FREE,,,,22,,,7,
Badman1312,-1,-1,2019-11-17 10:02:00,15 Gram - 115 EUR - HQ Amnesia Haze 22%~ THC,,,,22,,,15,
TheExoticClub,-1,460,2018-12-15 11:35:00,20 Gram - 460 USD - 1g GENUINE Exotic Carts Distillate Oil 80%-85% THC Lowest Price,,,,,,,,
Badman1312,-1,-1,2018-12-22 5:57:00,5 Gram - 75 EUR - HQ Amnesia Haze 22%~ THC (Escrow),,,,22,,,5,
WeedMart,-1,600,2018-12-28 8:27:00,8 Ounce - 600 USD - +WINTER FIRE SALE+ GORILLA GLUE / CHERRY PIE,,,,,8,oz,,
Ricardo,-1,-1,2018-12-31 11:50:00,10 Gram - 115.3 EUR - Bio White Widow,,,,,,,10,
Ricardo,-1,-1,2018-12-28 7:48:00,5 Gram - 62.8 EUR - Bio White Widow,,,,,,,5,
Ricardo,-1,-1,2018-12-28 6:16:00,10 Gram - 118 EUR - Bio White Widow,,,,,,,10,
Ricardo,-1,-1,2018-12-26 1:15:00,8 Gram - 97.3 EUR - Bio White Widow,,,,,,,8,
Ricardo,-1,-1,2018-12-21 9:10:00,2 Gram - 30.3 EUR - Bio White Widow,,,,,,,2,
Ricardo,-1,-1,2018-12-10 10:20:00,3 Gram - 44 EUR - Bio White Widow,,,,,,,3,
herbs190316,-1,34.5,2018-12-31 3:59:00,3 Gram - 34.5 USD - Hawaiian Haze,,,,,,,3,
herbs190316,-1,143.08,2018-12-30 11:26:00,14 Gram - 143.08 USD - Hawaiian Haze,,,,,,,14,
herbs190316,-1,23,2018-12-28 4:09:00,2 Gram - 23 USD - Hawaiian Haze,,,,,,,2,
herbs190316,-1,14.1,2018-12-28 1:03:00,1 Gram - 14.1 USD - Hawaiian Haze,,,,,,,1,
GreenFarm,-1,-1,2018-12-31 10:08:00,100 Gram - 707 EUR - Nebula X Haze,,,,,,,100,
GreenFarm,-1,-1,2018-12-31 10:05:00,100 Gram - 707 EUR - Nebula X Haze      X-MAS Special     (10% overweight),,,,,,,100,
GreenFarm,-1,-1,2018-12-30 6:17:00,6 Gram - 60 EUR - Nebula X Haze,,,,,,,6,
GreenFarm,-1,-1,2018-12-29 10:55:00,4 Gram - 43 EUR - Nebula X Haze,,,,,,,4,
GreenFarm,-1,-1,2018-12-27 3:00:00,15 Gram - 138 EUR - Nebula X Haze      X-MAS Special     (10% overweight),,,,,,,15,
GreenFarm,-1,-1,2018-12-22 10:48:00,10 Gram - 97 EUR - Nebula X Haze,,,,,,,10,
GreenFarm,-1,-1,2018-12-22 11:43:00,5 Gram - 50.5 EUR - Nebula X Haze,,,,,,,5,
GreenFarm,-1,-1,2018-12-21 4:47:00,55 Gram - 447 EUR - Nebula X Haze      X-MAS Special     (10% overweight),,,,,,,55,
GreenFarm,-1,-1,2018-12-21 2:24:00,3 Gram - 33 EUR - Nebula X Haze      X-MAS Special     (10% overweight),,,,,,,3,
GreenFarm,-1,-1,2018-12-21 1:49:00,9 Gram - 88.5 EUR - Nebula X Haze      X-MAS Special     (10% overweight),,,,,,,9,
GreenFarm,-1,-1,2018-12-21 12:57:00,10 Gram - 93 EUR - Nebula X Haze      X-MAS Special     (10% overweight),,,,,,,10,
GreenFarm,-1,-1,2018-12-20 4:49:00,2 Gram - 23 EUR - Nebula X Haze      X-MAS Special     (10% overweight),,,,,,,2,
GreenFarm,-1,-1,2018-12-19 8:29:00,5 Gram - 50.5 EUR - Nebula X Haze      X-MAS Special     (10% overweight),,,,,,,5,
GreenFarm,-1,-1,2019-11-19 5:20:00,10 Gram - 93 EUR - Nebula X Haze,,,,,,,10,
GreenFarm,-1,-1,2019-11-06 7:28:00,7 Gram - 69.5 EUR - Nebula X Haze,,,,,,,7,
NamasteBitches420,-1,153,2018-12-31 11:09:00,5 Piece - 153 USD - New THC Distilled Full ceramic cartridges 1ml.(85% THC),5,1,,85,,,,
NamasteBitches420,-1,182,2018-12-31 9:27:00,6 Piece - 182 USD - New THC Distilled Full ceramic cartridges 1ml.(85% THC),6,1,,85,,,,
NamasteBitches420,-1,38,2018-12-30 4:17:00,1 Piece - 38 USD - New THC Distilled Full ceramic cartridges 1ml.(85% THC),1,1,,85,,,,
NamasteBitches420,-1,30,2018-12-30 4:16:00,1 Piece - 30 USD - New THC Distilled Full ceramic cartridges 1ml.(85% THC),1,1,,85,,,,
NamasteBitches420,-1,60,2018-12-26 6:27:00,2 Piece - 60 USD - New THC Distilled Full ceramic cartridges 1ml.(85% THC),2,1,,85,,,,
NamasteBitches420,-1,795,2018-12-25 12:27:00,30 Piece - 795 USD - New THC Distilled Full ceramic cartridges 1ml.(85% THC),30,1,,85,,,,
NamasteBitches420,-1,68,2018-12-23 7:04:00,2 Piece - 68 USD - New THC Distilled Full ceramic cartridges 1ml.(85% THC),2,1,,85,,,,
NamasteBitches420,-1,288,2018-12-22 6:40:00,10 Piece - 288 USD - New THC Distilled Full ceramic cartridges 1ml.(85% THC),10,1,,85,,,,
NamasteBitches420,-1,548,2018-12-15 1:34:00,20 Piece - 548 USD - New THC Distilled Full ceramic cartridges 1ml.(85% THC),20,1,,85,,,,
quarkstar,-1,-1,2018-12-31 1:29:00,5 Gram - 32.5 EUR - 5g CRITICAL + 2.0,,,,,,,5,
quarkstar,-1,-1,2018-12-30 9:14:00,15 Gram - 97.5 EUR - 5g CRITICAL + 2.0,,,,,,,15,
fifi31,-1,-1,2018-12-31 12:32:00,50 Gram - 203.75 EUR - 10g+1g FREE Cream Kush Premium Haschich Hight THC Maroco,,,,,,,50,
fifi31,-1,-1,2018-12-29 8:14:00,10 Gram - 58.75 EUR - 10g+1g FREE Cream Kush Premium Haschich Hight THC Maroco,,,,,,,10,
fifi31,-1,-1,2018-12-29 2:33:00,8 Gram - 51.75 EUR - 10g+1g FREE Cream Kush Premium Haschich Hight THC Maroco,,,,,,,8,
fifi31,-1,-1,2018-12-20 11:09:00,17 Gram - 93 EUR - 10g+1g FREE Cream Kush Prenium Haschich Hight THC Maroco,,,,,,,17,
fifi31,-1,-1,2018-12-17 1:57:00,50 Gram - 203.75 EUR - 10g+1g FREE Cream Kush Prenium Haschich Hight THC Maroco,,,,,,,50,
fifi31,-1,-1,2018-12-15 2:24:00,10 Gram - 58.75 EUR - 10g+1g FREE Cream Kush Prenium Haschich Hight THC Maroco,,,,,,,10,
fifi31,-1,-1,2018-12-13 10:55:00,100 Gram - 363.75 EUR - 10g+1g FREE Cream Kush Premium Haschich Hight THC Maroco,,,,,,,100,
fifi31,-1,-1,2018-12-07 7:15:00,15 Gram - 90.75 EUR - 10g+1g FREE Cream Kush Prenium Haschich Hight THC Maroco,,,,,,,15,
fifi31,-1,-1,2018-12-03 9:22:00,10 Gram - 69 EUR - 10g+1g FREE Cream Kush Prenium Haschich Hight THC Maroco,,,,,,,10,
fifi31,-1,-1,2019-11-30 3:27:00,50 Gram - 212 EUR - 10g+1g FREE Cream Kush Prenium Haschich Hight THC Maroco,,,,,,,50,
fifi31,-1,-1,2019-11-28 11:34:00,5 Gram - 33.75 EUR - 10g+1g FREE Cream Kush Prenium Haschich Hight THC Maroco,,,,,,,5,
fifi31,-1,-1,2019-11-21 11:40:00,11 Gram - 72.5 EUR - 10g+1g FREE Cream Kush Prenium Haschich Hight THC Maroco,,,,,,,11,
fifi31,-1,-1,2019-11-14 3:26:00,15 Gram - 82.25 EUR - 10g=1g FREE Cream Kush Prenium Haschich Hight THC Maroco,,,,,,,15,
fifi31,-1,-1,2019-11-14 2:26:00,10 Gram - 67 EUR - 10g+1g FREE Cream Kush Prenium Haschich Hight THC Maroco,,,,,,,10,
GermanWeedStore,-1,-1,2018-12-29 3:10:00,5 Gram - 87.29 EUR - Durban Poison,,,,,,,5,
GermanWeedStore,-1,-1,2018-12-18 10:23:00,1 Gram - 20 EUR - Durban Poison,,,,,,,1,
GermanWeedStore,-1,-1,2018-12-08 9:12:00,10 Gram - 139 EUR - Durban Poison,,,,,,,10,
GermanWeedStore,-1,-1,2019-09-12 8:00:00,5 Gram - 72.5 EUR - Durban Poison,,,,,,,5,
GermanWeedStore,-1,-1,2019-09-10 4:00:00,10 Gram - 145.99 EUR - Durban Poison,,,,,,,10,
GermanWeedStore,-1,-1,2019-06-20 6:41:00,1 Gram - 21.5 EUR - Durban Poison,,,,,,,1,
GermanWeedStore,-1,-1,2019-06-19 3:52:00,5 Gram - 67.29 EUR - Durban Poison,,,,,,,5,
GermanWeedStore,-1,-1,2019-06-17 1:27:00,5 Gram - 57 EUR - Durban Poison,,,,,,,5,
GermanWeedStore,-1,-1,2019-06-17 9:07:00,7 Gram - 88.29 EUR - Durban Poison,,,,,,,7,
GermanWeedStore,-1,-1,2019-06-06 4:46:00,30 Gram - 289.5 EUR - Durban Poison,,,,,,,30,
GermanWeedStore,-1,-1,2019-06-01 8:37:00,1 Gram - 17 EUR - Durban Poison,,,,,,,1,
GermanWeedStore,-1,-1,2019-05-30 9:16:00,2 Gram - 32.5 EUR - Durban Poison,,,,,,,2,
GermanWeedStore,-1,-1,2019-05-29 3:43:00,2 Gram - 34.99 EUR - Durban Poison,,,,,,,2,
GermanWeedStore,-1,-1,2019-05-07 11:11:00,5 Gram - 52.5 EUR - Durban Poison,,,,,,,5,
GermanWeedStore,-1,-1,2019-05-02 4:09:00,10 Gram - 106.5 EUR - Durban Poison,,,,,,,10,
GermanWeedStore,-1,-1,2019-04-19 6:29:00,12 Gram - 126.9 EUR - Durban Poison,,,,,,,12,
GermanWeedStore,-1,-1,2019-03-21 4:42:00,10 Gram - 98 EUR - Durban Poison,,,,,,,10,
GermanWeedStore,-1,-1,2019-03-13 2:56:00,5 Gram - 56.99 EUR - Durban Poison,,,,,,,5,
ExtractKings,-1,172.64,2018-12-14 21:39:32,THC Lollipop - Cherry Flavor - 45x - FREE SHIPPI,,,,,,,,
DonkeyKong2,0.1217,,1969-12-31 19:00:00,100g outdoor weed Cheese strain,,,,,,,100,
SHAKE-SHOP.com,0.00456,15.81,2018-12-11 21:39:46,1g HQ Amnesia Haze Dutch coffee shop Quality,,,,,,,1,
fastbudz,-1,46.8,2018-12-28 21:40:05,Girl Scout Cookies 7g Indoor   $45    FREE SAMPLE,,,,,,,7,
organix,-1,130,2018-05-02 21:40:38,AK47 50 Heirloom seeds JW,,,,,,,,
BarclaysDank,0.00507,32.81,2018-10-29 21:41:05,Marble-Jack Flapjack Edibles 300mg UK made!,,,1,,,,0.3,
rundownthunder,0.01567,55.6,2018-12-18 18:26:53,3g. ICE-O-LATOR Skittlez&Chitral Kush.,,,,,,,3,
SveaMeds,0.01004,37.51,2018-12-20 18:27:16,(INTRO-REA) AMNESIA x LEMON HAZE -2.5G,,,,,,,2.5,
Pimpcat,0.000198,,1969-12-31 19:00:00,(wholesale) of Safe Synthetic THC Vape Juice,,1,,,,,,
hewq123,-1,249.6,2018-05-09 18:27:57,Lowryder #2 --200 seeds-- FREE SHIPPING,,,,,,,,
dank_green3,-1,1872,2018-08-27 18:34:09,1 Pound EXOTICS (Choose 1 strain),,,,,,,,
Rotterdamus,0.0862,372.44,2018-11-23 18:35:41,25Gr #Blue Dream #AAA+,,,,,,,25,
GreenHouseSWE,0.0274,177.81,2018-10-18 18:35:46,Lemon Haze Hash AAAAA++ 15g #HASCH,,,,,,,15,
WeedMapsInc,-1,207.99,2018-12-27 18:36:34,Pound of shake $200!,,,,,,,,
The_Buddy_Holly,0.01179,54.15,2018-11-22 18:48:27,Blue Dream 3.5 grams - Sold Out,,,,,,,3.5,
CheapTrip,0.01046,41.29,2018-12-29 18:55:38,UK - ?Silver Haze? - 3.5 Gram,,,,,,,3.5,
YoungAmsterdam,0.0188,122.06,2018-10-03 18:55:49,5gr Pure Amnesia Hash,,,,,,,5,
globox666,0.03349,220.47,2018-10-16 18:56:05,Cyber Haze (FS super batch) 10gr,,,,,,,10,
Triforce,-1,124.8,2018-08-16 18:56:16,14g AAA+ Organic Pro Grown Marijuana-CBD!,,,,,,,14,
TheCannaChefUK,0.00524,20.69,2018-12-29 20:02:30,2x Double Choc Chip Cannabis Cookie 70mg,2,,,,,,0.07,
horizonlewis,-1,124.8,2018-12-24 20:02:43,PANAMA PUNCH HALF OZ 14GRAMS $120,,,,,,,14,
drhappyface,-1,1350.96,2018-09-28 20:03:15,1LB/454 Grams/GD(Grand Daddy Kush)/INDOOR/$1299,,,,,,,454,
green_usa,-1,71.76,1969-12-31 19:00:00,7g Disneyland OG Medical Grade Indica,,,,,,,7,
tonystarkweed,0.2585,994.91,2018-12-27 20:09:00,125  GELATO   UK PROMOTION,,,,,,,,
Trickdaddy1,-1,83.2,2018-12-31 20:09:36,"1 Oz (Ounce) \""Trump\""  High cbd low THC Bud 16:1",,,,,1,oz,,
Edelweiss,0.0706,257.41,2018-12-28 20:10:38,25g indoor AAA+ mix  5x5g,,,,,,,25,
fastbudz,-1,26,2018-12-22 20:10:46,Girl Scout Cookies 3.5g Indoor AAA  $25 FREE SAMPL,,,,,,,3.5,
lemmonflavor,-1,41.6,2018-08-23 20:23:54,15x BUBBLEGUM THC LOLLIPOPS,15,,1,,,,,
AUS-EXPRESS,0.00397,16.06,2018-12-23 20:24:08,Weed Seeds 10Pack AUS-EXPRESS,10,,,,,,,
DRAGONFLY-UK,0.0349,235.56,2018-08-25 20:24:42,Dragon Kush 14 gram 10/10 Quality,,,,,,,14,
TheHighConnection,-1,24.96,2018-12-27 20:25:41,3.5 grams LEMON SOUR DIESEL (Medical),,,,,,,3.5,
CaliforniaCannabisCo,-1,1456,2018-11-04 20:30:16,1 lb Chemdog -Mid Grade-Free Shipping,,,,,,,,
Cleangreen,0.0768,499.39,2018-09-16 20:30:35,Super Silver Haze 28G Coffee Shop A*,,,,,,,28,
Qjak_drugs,0.0436,,1969-12-31 19:00:00,10G // CHEESE AAA+++,,,,,,,10,
CannabisClub,0.00471,30.64,2018-09-20 20:38:01,1g Super Silver Haze,,,,,,,1,
TheDudesSpecialStash,0.279,1239.27,2018-11-21 20:38:33,AK47 - 250g,,,,,,,250,
0hp1,-1,236.08,2018-12-03 20:43:12,OG Kush Trim - 1 lb,,,,,1,lb,,
OzzyCo,0.015,58.44,2018-12-31 20:43:33,3.5 SILVER BUBBLE HAZE - COFFEESHOP **SPECIAL OFFE,,,,,,,,
HerbalHealer,-1,184.08,2018-12-01 20:43:55,Vape Refill - 90% THC + 30% CBD (5ml),,1,,90,5,ml,,
Rotterdamus,0.02355,154.96,2018-10-04 20:43:59,5Gr #Amnezia Haze #AAA+,,,,,,,5,
Weeds_420,0.00606,25.07,2018-12-21 20:44:04,Indica AAA 2.5g,,,,,,,2.5,
globox666,0.0579,365.6,2018-10-30 20:44:07,Cyber Haze (FS super batch) 20gr,,,,,,,20,
JohnHopkinsUni,-1,46.8,1969-12-31 19:00:00,Sea Salt Hash Caramels (10 pcs) Diesel Kush OG AK,10,,1,,,,,
HoneyExotics,-1,131.04,2019-01-01 20:49:31,28g Platinum Punch AAA+ INDOOR *EXOTICS*,,,,,,,28,
US-Import-Weed,0.00942,32.6,2018-12-09 20:49:44,LEMON OG CANDY - 2 Gr. - California Import,,,,,,,2,
stealthweed,0.002198,9.09,2018-12-21 20:50:51,1 g Master Kush,,,,,,,1,
triceraterps,-1,390,2018-12-21 20:50:55,114g Purple Trainwreck Greenhouse LightDepth $375,,,,,,,114,
Hathor,-1,29.6246,1969-12-31 19:00:00,0.5g BHO Shatter - Strain: Granddaddy Purple,,,,,,,0.5,
triceraterps,-1,102.96,1969-12-31 19:00:00,30g Alaskan Thunder Fuck A+ $99 Sale,,,,,,,30,
SugarShop,-1,104,2018-12-31 21:01:13,28g 1oz Jesus OG,,,,,,,28,
elskunk00,0.0279,101.73,2018-12-28 21:01:17,thc-a 99.9% pure vape liquid 2.5ml,,,,99.9,2.5,ml,,
paste4u,0.01397,56.51,2018-12-23 21:01:43,Amnesia Haze opening sale 7g UK Only,,,,,,,7,
gordonflour,-1,14.56,2018-12-28 21:02:06,1 g WHITE WIDOW - PRISTINE INDOOR BUD,,,,,,,1,
sheriff14,0.1696,701.75,2018-12-21 21:02:19,100g Popey Kush,,,,,,,100,
LADYROZ,-1,150.8,2018-12-26 21:02:23,FIRE 7g - Green Crack- Shatter -Stable- DABS -BHO,,1,,,,,7,
Aliens,0.028,116.03,2018-12-03 21:18:59,"10g Premium Kief (Grammpreis = 9,00€)",,,,,,,10,
SuperGreenman,0.0337,218.06,2018-10-29 21:19:35,SUPER LEMON HAZE 14g +  1g Special OFFER £97.37,,,,,,,14,
California420Service,-1,46.7896,2018-08-07 21:25:03,NOW LOW PRICE**LOLA VAPE OG KUSH INDICA 0.5G**,,1,,,,,0.5,
OrangeInc,0.00197,12.75,2018-10-27 21:25:49,?CUSTOM LISTING for HYDRO BUD ?,,,,,,,,
WaterSkiier,0.0832,344.25,2018-12-21 21:26:24,28g Lemon Bubble AAA+++ Dutch Import,,,,,,,28,
TheRealTyson,0.0774,289.21,2018-12-20 21:27:12,Royal Kush 20G,,,,,,,20,
tastyterpes,0.00866,35.83,2018-12-21 21:32:38,HEAD BANGER THC VAPE JUICE 250MG@5ML £25,,1,,,5,ml,0.25,
fusion_8886,-1,104,2018-12-22 21:33:49,1oz Indoor Gorilla Glue #4! Fire! AAA+,,,,,1,oz,,
dutchcoffeeshop,0.0218,82.78,2018-12-30 21:37:50,10GR.AAA+++  WHITE WIDOW +2GR. RESTWEED FOR FREE,,,,,,,10,
DankNoidsUK,0.0225,141.65,2018-09-11 21:38:02,New Offer 3G CBD Crystals (Medical),,,,,,,3,
phantomweed,0.249,1749.71,2018-08-31 21:38:55,100G - 800€ - WEED -Sativa HIGH THC! - BEST QUALIT,,,,,,,100,
UrbanLegends,0.003428,13.53,2018-12-29 22:01:30,1gr Amnesia Haze Hash,,,,,,,1,
ItsAll100,-1,104,2018-12-24 22:08:13,$100 5(Escrow) 10(F.E.) x.5ml THC Oil + Vape Pen,,,,,,,,
PaulReubens,-1,104,2018-11-25 22:08:24,99.9% THC-A Powder (1) Gram CRYSTALLINE,,,,,,,,
SantaBuds,-1,208,1969-12-31 19:00:00,100 x THC/CBD Lollipop Seasonal Candy Sale,100,,,,,,,
Edelweiss,0.03238,124.17,2018-12-26 22:21:19,10g Girl Scout Cookies indoor,,,,,,,10,
plantsco,0.02144,72.92,2018-12-12 22:21:24,6 x GSC Medical Grade Brownies,6,,1,,,,,
OrangeInc,1.95E-05,,1969-12-31 19:00:00,"? 3.5g,7g,14g, 28g,56g, 112g Hydro Bud",,,,,,,,
Bender_The_Dealer,-1,134.16,2018-12-13 22:21:33,28g of Purple Kush cannabis weed,,,,,,,28,
citizen5,-1,96.72,2018-10-14 22:29:12,14G Cannabis Sour Diesel  Hydroponic,,,,,,,14,
ricksimpsonstyle,0.308,1200.83,2018-12-22 22:29:26,ha***el custom amnesia haze,,,,,,,,
somethingTERPS,-1,494,2018-12-30 22:31:41,28g A++ Grade Shatter,,,,,,,28,
green_usa,-1,248.56,2018-11-12 22:36:25,28g Master Yoda Medical Grade Indica,,,,,,,28,
bigsupply,-1,26,2018-07-26 22:37:56,WeedPen .5g,,,,,,,,
TREES,0.00343,12.51,2018-12-28 22:38:17,1g Blue Dream (AAA Medical Grade),,,,,,,1,
CannaRush,-1,208,2018-08-06 22:38:51,28g 1oz Doctor Cherry -  Medical Grade Indoor (Top,,,,,,,28,
WEEDPROSFRANCE,0.03497,121.25,2018-12-11 23:01:56,"-14g- {BERRY BOMB} \""AAA\""",,,,,,,14,
HighSocietyUK,0.002058,13.29,2018-10-26 23:02:04,1G Synthetic Weed. Read my ratings!,,,,,,,1,
Germanhero79,-1,104,2018-12-26 23:02:09,14 grams MUSHROOMS (STRAIN - B+),,,,,,,14,
TinySnail,-1,405.6,2018-12-22 23:06:22,84g Purple Violator Kush Top Shelf,,,,,,,84,
Best_Budz_uk,0.0233,82.67,2018-12-18 23:06:26,** BIG SMOKEY FARMS TINNED CALI** 3.5G TINS .,,,,,,,3.5,
wp555,0.02074,136.49,2018-10-10 23:06:35,10G - Critical + Hash /18% THC /High Quality,,,,18,,,10,
BarelyLegalBHO2,-1,296.4,1969-12-31 19:00:00,Strawberry banana (2018) Crumble 30.2 (#A1/2)),,,,,,,,
HomingPigeonSTORE,0.01078,70.49,2018-08-23 23:12:06,10 Gold THC Capsules,10,,,,,capsule,,
Theshaman,0.01928,69.27,2018-12-10 23:13:54,?ALL NATURAL CALIFORNIAN KUSH VAPE READY CAN,,1,,,,,,
Secret-Squirrel,-1,769.6,2018-11-01 23:14:17,QP dispensary Bud in individually labelled 1/8ths,,,,,,,,
HoneyExotics,-1,936,2018-12-31 23:19:03,224g Royal Highness AAA+ INDOOR quality,,,,,,,224,
QueenOfCannabis,0.0585,242.05,2018-12-21 23:19:08,Rick Simpson Oil Red THC 22-23% 10ml,,,,22,10,ml,,
SpriteUK,0.0291,94.15,2018-12-15 23:20:03,14g BLACK DOMINA KUSH,,,,,,,14,
shoshogrowgrow,0.00685,26.71,2018-12-22 23:28:41,Gelato #33 1g High Grade A++++,,,,,,,1,
HeikkiKetolaOy,0.00924,33.69,2018-12-28 23:29:03,2g Jack Herer,,,,,,,2,
weedcity,0.0573,,1969-12-31 19:00:00,15g - Mango Sapphire - INDOOR WEED 23% THC!,,,,,,,15,
FlorDeVida,0.0385,253.19,2018-10-17 23:29:13,50G - Critical + Indoor // Rests  Weed,,,,,,,50,
Cannabis_Kings,-1,728,2018-11-19 23:29:27,Golden Lemon  cannabis flowers. 1/4 Pound,,,,,0.25,lb,,
GanjaUK,0.01714,70.92,2018-12-21 23:30:06,1ML THC Distillate Syringe Tested@ 94% Delta 9 THC,,1,,94,1,ml,,
BadChickenDinner,-1,34.32,2018-12-21 23:30:11,SUPER SALE Koffee 3.5g A+++ 31% THC 33$,,,,31,,,3.5,
USACannabisSupply,-1,1060.8,2018-09-05 23:30:47,1 LB B+ Indoor Cinex,,,,,1,lb,,
Gruntis,-1,228.8,2018-09-29 23:34:52,2 Ounces - Northern Lights - Top Shelf,,,,,2,oz,,
CityHigh,0.0617,255.29,2018-12-21 23:35:10,28 Gram (1 oz) Super Lemon Haze ? Grade A+++,,,,,,,28,
DankDank,-1,1227.2,2018-12-28 23:35:47,1 Pound Blue Dream Indoor AAA 1180$,,,,,1,lb,,
CannaBuzz,-1,109.2,2018-12-27 23:35:57,28 g Hindu Kush,,,,,,,28,
carpetsurfers,-1,50.96,1969-12-31 19:00:00,3.5G SHATTER - AAA High Grade - Wholesale prices!,,,,,,,,
Triforce,-1,124.8,2018-10-20 23:36:26,14g AAA+ Organic Pro Grown Marijuana,,,,,,,14,
