,transaction_id,vendor_id,vendor_name,product_description,date,drug_prediction
9522,'10620,572,aussiebud,?28G?  AUSSIE BUD (HYDRO),2018-08-08 06:43:50,marijuana
9523,'10621,572,aussiebud,?28G?  AUSSIE BUD (HYDRO),2018-08-02 06:43:50,marijuana
9524,'10622,572,aussiebud,?28G?  AUSSIE BUD (HYDRO),2018-07-25 06:43:50,marijuana
9637,'10735,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-16 06:45:02,others
9638,'10736,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-18 06:45:02,others
9639,'10737,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-16 06:45:02,others
9641,'10739,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-25 06:45:02,others
9642,'10740,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-16 06:45:02,others
9644,'10742,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-18 06:45:02,others
9646,'10744,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-27 06:45:02,others
9647,'10745,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-23 06:45:02,others
9648,'10746,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-23 06:45:02,others
9649,'10747,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-19 06:45:02,others
9650,'10748,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-27 06:45:02,others
9652,'10750,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-26 06:45:02,others
9653,'10751,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-18 06:45:02,others
9654,'10752,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-14 06:45:02,others
9655,'10753,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-10-18 06:45:02,others
9656,'10754,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-11-23 06:45:02,others
9657,'10755,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-11-18 06:45:02,others
9658,'10756,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-10 06:45:02,others
9659,'10757,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-10-22 06:45:02,others
9660,'10758,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-04 06:45:02,others
9661,'10759,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-11-11 06:45:02,others
9662,'10760,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-11 06:45:02,others
9663,'10761,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-11-11 06:45:02,others
9664,'10762,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-11-15 06:45:02,others
9665,'10763,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-13 06:45:02,others
9666,'10764,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-11-17 06:45:02,others
9667,'10765,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-15 06:45:02,others
9668,'10766,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-08-31 06:45:02,others
9669,'10767,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-09-06 06:45:02,others
9670,'10768,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-11-11 06:45:02,others
9671,'10769,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-08-27 06:45:02,others
9672,'10770,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-08-09 06:45:02,others
9673,'10771,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-11-28 06:45:02,others
9674,'10772,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-08-06 06:45:02,others
9675,'10773,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-10-15 06:45:02,others
9676,'10774,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-11-30 06:45:02,others
9677,'10775,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-11-02 06:45:02,others
9678,'10776,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-11-12 06:45:02,others
9679,'10777,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-11-25 06:45:02,others
9680,'10778,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-11-14 06:45:02,others
9681,'10779,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-10-07 06:45:02,others
9682,'10780,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-10-11 06:45:02,others
9683,'10781,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-08-30 06:45:02,others
9684,'10782,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-11 06:45:02,others
9685,'10783,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-10-11 06:45:02,others
9686,'10784,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-08-09 06:45:02,others
9687,'10785,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-10-23 06:45:02,others
9688,'10786,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-08-20 06:45:02,others
9689,'10787,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-08-09 06:45:02,others
9690,'10788,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-10-31 06:45:02,others
9691,'10789,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-10-19 06:45:02,others
9692,'10790,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-14 06:45:02,others
9693,'10791,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-10-30 06:45:02,others
9694,'10792,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-09-21 06:45:02,others
9695,'10793,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-11-13 06:45:02,others
9696,'10794,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-07 06:45:02,others
9697,'10795,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-10-18 06:45:02,others
9698,'10796,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-10-30 06:45:02,others
9699,'10797,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-14 06:45:02,others
9700,'10798,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-07 06:45:02,others
9701,'10799,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-09-12 06:45:02,others
9702,'10800,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-09-25 06:45:02,others
9703,'10801,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-10-30 06:45:02,others
9704,'10802,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-11-25 06:45:02,others
9705,'10803,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-11-23 06:45:02,others
9706,'10804,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-10-08 06:45:02,others
9707,'10805,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-10-29 06:45:02,others
9708,'10806,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-03 06:45:02,others
9709,'10807,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-07 06:45:02,others
9710,'10808,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-06 06:45:02,others
9711,'10809,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-11-21 06:45:02,others
9712,'10810,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-11-22 06:45:02,others
9713,'10811,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-11-15 06:45:02,others
9714,'10812,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-14 06:45:02,others
9715,'10813,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-11-23 06:45:02,others
9716,'10814,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-11-06 06:45:02,others
9717,'10815,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-11-27 06:45:02,others
9718,'10816,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-14 06:45:02,others
9719,'10817,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-08-29 06:45:02,others
9720,'10818,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-11 06:45:02,others
9721,'10819,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-03 06:45:02,others
9722,'10820,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-11-13 06:45:02,others
9723,'10821,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-11-10 06:45:02,others
9724,'10822,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-11-19 06:45:02,others
9725,'10823,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-09-12 06:45:02,others
9726,'10824,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-11-07 06:45:02,others
9727,'10825,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-10-25 06:45:02,others
9728,'10826,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-10-10 06:45:02,others
9729,'10827,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-09-21 06:45:02,others
9730,'10828,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-09-21 06:45:02,others
9731,'10829,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-10-10 06:45:02,others
9732,'10830,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-11 06:45:02,others
9733,'10831,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-11-12 06:45:02,others
9734,'10832,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-11-26 06:45:02,others
9735,'10833,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-13 06:45:02,others
9736,'10834,615,ausroids.is,Ultimate Anabolics Testosterone Enanthate 250mg/ml,2018-12-13 06:45:02,others
9773,'10871,999,LiLXanax," 3000x Xanax White Pfizers \""X/2\"" - 3mg",2018-12-22 06:48:30,benzodiazepines
9774,'10872,999,LiLXanax," 3000x Xanax White Pfizers \""X/2\"" - 3mg",2018-12-23 06:48:30,benzodiazepines
9775,'10873,999,LiLXanax," 3000x Xanax White Pfizers \""X/2\"" - 3mg",2018-12-19 06:48:30,benzodiazepines
9776,'10874,999,LiLXanax," 3000x Xanax White Pfizers \""X/2\"" - 3mg",2018-12-18 06:48:30,benzodiazepines
9777,'10875,999,LiLXanax," 3000x Xanax White Pfizers \""X/2\"" - 3mg",2018-12-21 06:48:30,benzodiazepines
9778,'10876,999,LiLXanax," 3000x Xanax White Pfizers \""X/2\"" - 3mg",2018-08-02 06:48:30,benzodiazepines
9779,'10877,999,LiLXanax," 3000x Xanax White Pfizers \""X/2\"" - 3mg",2018-12-04 06:48:30,benzodiazepines
9780,'10878,999,LiLXanax," 3000x Xanax White Pfizers \""X/2\"" - 3mg",2018-12-02 06:48:30,benzodiazepines
9781,'10879,999,LiLXanax," 3000x Xanax White Pfizers \""X/2\"" - 3mg",2018-11-02 06:48:30,benzodiazepines
9782,'10880,999,LiLXanax," 3000x Xanax White Pfizers \""X/2\"" - 3mg",2018-11-09 06:48:30,benzodiazepines
9783,'10881,999,LiLXanax," 3000x Xanax White Pfizers \""X/2\"" - 3mg",2018-12-08 06:48:30,benzodiazepines
9784,'10882,999,LiLXanax," 3000x Xanax White Pfizers \""X/2\"" - 3mg",2018-11-14 06:48:30,benzodiazepines
9785,'10883,999,LiLXanax," 3000x Xanax White Pfizers \""X/2\"" - 3mg",2018-11-12 06:48:30,benzodiazepines
10115,'11213,2350,WhiteCastle,1 Gram of Medical Marijuana - $12 - A+ Grade,2018-12-22 06:52:03,marijuana
10116,'11214,2350,WhiteCastle,1 Gram of Medical Marijuana - $12 - A+ Grade,2018-12-16 06:52:03,marijuana
10117,'11215,2350,WhiteCastle,1 Gram of Medical Marijuana - $12 - A+ Grade,2018-12-19 06:52:03,marijuana
10118,'11216,2350,WhiteCastle,1 Gram of Medical Marijuana - $12 - A+ Grade,2018-10-02 06:52:03,marijuana
10119,'11217,2350,WhiteCastle,1 Gram of Medical Marijuana - $12 - A+ Grade,2018-10-13 06:52:03,marijuana
10120,'11218,2350,WhiteCastle,1 Gram of Medical Marijuana - $12 - A+ Grade,2018-10-02 06:52:03,marijuana
10121,'11219,2350,WhiteCastle,1 Gram of Medical Marijuana - $12 - A+ Grade,2018-10-18 06:52:03,marijuana
10122,'11220,2350,WhiteCastle,1 Gram of Medical Marijuana - $12 - A+ Grade,2018-10-12 06:52:03,marijuana
10123,'11221,2350,WhiteCastle,1 Gram of Medical Marijuana - $12 - A+ Grade,2018-10-14 06:52:03,marijuana
10124,'11222,2350,WhiteCastle,1 Gram of Medical Marijuana - $12 - A+ Grade,2018-11-03 06:52:03,marijuana
10125,'11223,2350,WhiteCastle,1 Gram of Medical Marijuana - $12 - A+ Grade,2018-10-30 06:52:03,marijuana
10126,'11224,2350,WhiteCastle,1 Gram of Medical Marijuana - $12 - A+ Grade,2018-11-05 06:52:03,marijuana
10127,'11225,2350,WhiteCastle,1 Gram of Medical Marijuana - $12 - A+ Grade,2018-12-01 06:52:03,marijuana
10128,'11226,2350,WhiteCastle,1 Gram of Medical Marijuana - $12 - A+ Grade,2018-10-22 06:52:03,marijuana
10129,'11227,2350,WhiteCastle,1 Gram of Medical Marijuana - $12 - A+ Grade,2018-12-11 06:52:03,marijuana
10130,'11228,2350,WhiteCastle,1 Gram of Medical Marijuana - $12 - A+ Grade,2018-11-22 06:52:03,marijuana
10131,'11229,2350,WhiteCastle,1 Gram of Medical Marijuana - $12 - A+ Grade,2018-12-01 06:52:03,marijuana
10132,'11230,2350,WhiteCastle,1 Gram of Medical Marijuana - $12 - A+ Grade,2018-11-03 06:52:03,marijuana
10377,'11475,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-08-30 06:53:33,cocaine
10378,'11476,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-11-09 06:53:33,cocaine
10379,'11477,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-12-07 06:53:33,cocaine
10380,'11478,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-10-15 06:53:33,cocaine
10381,'11479,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-08-27 06:53:33,cocaine
10382,'11480,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-09-07 06:53:33,cocaine
10383,'11481,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-12-05 06:53:33,cocaine
10384,'11482,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-09-04 06:53:33,cocaine
10385,'11483,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-09-07 06:53:33,cocaine
10386,'11484,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-08-10 06:53:33,cocaine
10387,'11485,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-08-22 06:53:33,cocaine
10388,'11486,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-10-12 06:53:33,cocaine
10389,'11487,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-10-02 06:53:33,cocaine
10390,'11488,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-09-27 06:53:33,cocaine
10391,'11489,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-09-07 06:53:33,cocaine
10392,'11490,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-09-21 06:53:33,cocaine
10393,'11491,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-09-02 06:53:33,cocaine
10394,'11492,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-08-08 06:53:33,cocaine
10395,'11493,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-08-14 06:53:33,cocaine
10396,'11494,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-09-08 06:53:33,cocaine
10397,'11495,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-09-17 06:53:33,cocaine
10398,'11496,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-08-05 06:53:33,cocaine
10399,'11497,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-10-23 06:53:33,cocaine
10400,'11498,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-08-21 06:53:33,cocaine
10401,'11499,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-11-26 06:53:33,cocaine
10402,'11500,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-08-09 06:53:33,cocaine
10403,'11501,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-09-29 06:53:33,cocaine
10404,'11502,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-10-07 06:53:33,cocaine
10405,'11503,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-09-08 06:53:33,cocaine
10406,'11504,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-08-15 06:53:33,cocaine
10407,'11505,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-08-30 06:53:33,cocaine
10408,'11506,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-10-27 06:53:33,cocaine
10409,'11507,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-08-22 06:53:33,cocaine
10410,'11508,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-09-27 06:53:33,cocaine
10411,'11509,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-10-18 06:53:33,cocaine
10412,'11510,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-08-30 06:53:33,cocaine
10413,'11511,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-09-21 06:53:33,cocaine
10414,'11512,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-09-07 06:53:33,cocaine
10415,'11513,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-09-21 06:53:33,cocaine
10416,'11514,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-08-13 06:53:33,cocaine
10417,'11515,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-08-13 06:53:33,cocaine
10418,'11516,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-10-07 06:53:33,cocaine
10419,'11517,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-08-29 06:53:33,cocaine
10420,'11518,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-08-29 06:53:33,cocaine
10421,'11519,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-09-06 06:53:33,cocaine
10422,'11520,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-09-20 06:53:33,cocaine
10423,'11521,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-10-13 06:53:33,cocaine
10424,'11522,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-09-29 06:53:33,cocaine
10425,'11523,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-10-06 06:53:33,cocaine
10426,'11524,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-09-13 06:53:33,cocaine
10427,'11525,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-10-22 06:53:33,cocaine
10428,'11526,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-08-23 06:53:33,cocaine
10429,'11527,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-08-25 06:53:33,cocaine
10430,'11528,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-09-14 06:53:33,cocaine
10431,'11529,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-08-22 06:53:33,cocaine
10432,'11530,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-08-28 06:53:33,cocaine
10433,'11531,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-08-31 06:53:33,cocaine
10434,'11532,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-10-14 06:53:33,cocaine
10435,'11533,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-09-18 06:53:33,cocaine
10436,'11534,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-09-24 06:53:33,cocaine
10437,'11535,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-08-29 06:53:33,cocaine
10438,'11536,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-11-17 06:53:33,cocaine
10439,'11537,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-10-10 06:53:33,cocaine
10440,'11538,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-10-02 06:53:33,cocaine
10441,'11539,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-09-15 06:53:33,cocaine
10442,'11540,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-09-07 06:53:33,cocaine
10443,'11541,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-09-26 06:53:33,cocaine
10444,'11542,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-08-29 06:53:33,cocaine
10445,'11543,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-07-28 06:53:33,cocaine
10446,'11544,78,Mr.Postman,"SAMPLE 0,5 GR COLOMBIAN COCAINE 90% UNCUT",2018-07-19 06:53:33,cocaine
10485,'11583,3020,VEVO,10x Wi-Fi MDMA Pills (280mg Netto MDMA*HCl),2018-12-27 19:10:18,ecstasy
10486,'11584,3020,VEVO,10x Wi-Fi MDMA Pills (280mg Netto MDMA*HCl),2018-12-17 19:10:18,ecstasy
10488,'11586,3020,VEVO,10x Wi-Fi MDMA Pills (280mg Netto MDMA*HCl),2018-12-18 19:10:18,ecstasy
10489,'11587,3020,VEVO,10x Wi-Fi MDMA Pills (280mg Netto MDMA*HCl),2018-12-27 19:10:18,ecstasy
10491,'11589,3020,VEVO,10x Wi-Fi MDMA Pills (280mg Netto MDMA*HCl),2018-12-21 19:10:18,ecstasy
10492,'11590,3020,VEVO,10x Wi-Fi MDMA Pills (280mg Netto MDMA*HCl),2018-12-24 19:10:18,ecstasy
10493,'11591,3020,VEVO,10x Wi-Fi MDMA Pills (280mg Netto MDMA*HCl),2018-12-23 19:10:18,ecstasy
10494,'11592,3020,VEVO,10x Wi-Fi MDMA Pills (280mg Netto MDMA*HCl),2018-12-05 19:10:18,ecstasy
10495,'11593,3020,VEVO,10x Wi-Fi MDMA Pills (280mg Netto MDMA*HCl),2018-12-10 19:10:18,ecstasy
10496,'11594,3020,VEVO,10x Wi-Fi MDMA Pills (280mg Netto MDMA*HCl),2018-12-11 19:10:18,ecstasy
10497,'11595,3020,VEVO,10x Wi-Fi MDMA Pills (280mg Netto MDMA*HCl),2018-11-30 19:10:18,ecstasy
10498,'11596,3020,VEVO,10x Wi-Fi MDMA Pills (280mg Netto MDMA*HCl),2018-11-21 19:10:18,ecstasy
10499,'11597,3020,VEVO,10x Wi-Fi MDMA Pills (280mg Netto MDMA*HCl),2018-11-21 19:10:18,ecstasy
10500,'11598,3020,VEVO,10x Wi-Fi MDMA Pills (280mg Netto MDMA*HCl),2018-12-06 19:10:18,ecstasy
10501,'11599,3020,VEVO,10x Wi-Fi MDMA Pills (280mg Netto MDMA*HCl),2018-12-07 19:10:18,ecstasy
10502,'11600,3020,VEVO,10x Wi-Fi MDMA Pills (280mg Netto MDMA*HCl),2018-11-30 19:10:18,ecstasy
10503,'11601,3020,VEVO,10x Wi-Fi MDMA Pills (280mg Netto MDMA*HCl),2018-12-04 19:10:18,ecstasy
10504,'11602,3020,VEVO,10x Wi-Fi MDMA Pills (280mg Netto MDMA*HCl),2018-11-28 19:10:18,ecstasy
