,transaction_id,vendor_id,vendor_name,product_description,date,drug_prediction
16663,'17761,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-12-21 22:31:54,others
16664,'17762,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-12-22 22:31:54,others
16666,'17764,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-12-11 22:31:54,others
16667,'17765,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-10-09 22:31:54,others
16668,'17766,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-10-02 22:31:54,others
16669,'17767,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-10-11 22:31:54,others
16670,'17768,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-12-11 22:31:54,others
16671,'17769,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-12-06 22:31:54,others
16672,'17770,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-11-13 22:31:54,others
16673,'17771,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-11-03 22:31:54,others
16674,'17772,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-12-03 22:31:54,others
16675,'17773,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-10-13 22:31:54,others
16676,'17774,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-11-09 22:31:54,others
16677,'17775,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-11-22 22:31:54,others
16678,'17776,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-11-16 22:31:54,others
16679,'17777,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-10-10 22:31:54,others
16680,'17778,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-10-17 22:31:54,others
16681,'17779,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-10-01 22:31:54,others
16682,'17780,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-10-17 22:31:54,others
16683,'17781,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-12-08 22:31:54,others
16684,'17782,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-12-14 22:31:54,others
16685,'17783,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-10-10 22:31:54,others
16686,'17784,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-11-09 22:31:54,others
16687,'17785,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-10-23 22:31:54,others
16688,'17786,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-11-04 22:31:54,others
16689,'17787,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-11-08 22:31:54,others
16690,'17788,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-12-07 22:31:54,others
16691,'17789,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-10-02 22:31:54,others
16692,'17790,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-12-06 22:31:54,others
16693,'17791,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-11-20 22:31:54,others
16694,'17792,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-11-27 22:31:54,others
16695,'17793,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-10-11 22:31:54,others
16696,'17794,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-10-28 22:31:54,others
16697,'17795,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-10-29 22:31:54,others
16698,'17796,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-12-03 22:31:54,others
16699,'17797,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-10-21 22:31:54,others
16700,'17798,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-12-14 22:31:54,others
16701,'17799,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-10-26 22:31:54,others
16702,'17800,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-10-04 22:31:54,others
16703,'17801,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-10-04 22:31:54,others
16704,'17802,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-10-11 22:31:54,others
16705,'17803,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-10-16 22:31:54,others
16706,'17804,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-10-25 22:31:54,others
16707,'17805,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-11-16 22:31:54,others
16708,'17806,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-11-07 22:31:54,others
16709,'17807,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-10-21 22:31:54,others
16710,'17808,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-10-27 22:31:54,others
16711,'17809,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-12-09 22:31:54,others
16712,'17810,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-10-25 22:31:54,others
16713,'17811,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-11-27 22:31:54,others
16714,'17812,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-11-16 22:31:54,others
16715,'17813,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-10-04 22:31:54,others
16716,'17814,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-11-28 22:31:54,others
16717,'17815,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-11-02 22:31:54,others
16718,'17816,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-12-06 22:31:54,others
16719,'17817,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-12-15 22:31:54,others
16720,'17818,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-09-27 22:31:54,others
16721,'17819,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-11-05 22:31:54,others
16722,'17820,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-11-07 22:31:54,others
16723,'17821,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-10-04 22:31:54,others
16724,'17822,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-12-04 22:31:54,others
16725,'17823,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-11-08 22:31:54,others
16726,'17824,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-09-28 22:31:54,others
16727,'17825,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-10-15 22:31:54,others
16728,'17826,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-11-25 22:31:54,others
16729,'17827,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-10-26 22:31:54,others
16730,'17828,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-10-27 22:31:54,others
16731,'17829,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-10-04 22:31:54,others
16732,'17830,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-11-09 22:31:54,others
16733,'17831,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-12-08 22:31:54,others
16734,'17832,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-10-23 22:31:54,others
16735,'17833,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-11-06 22:31:54,others
16736,'17834,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-10-14 22:31:54,others
16737,'17835,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-12-03 22:31:54,others
16738,'17836,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-10-11 22:31:54,others
16739,'17837,192,clawedfeats,Zolpidem 10mg x 28 Tablets *UK SELLER*,2018-11-21 22:31:54,others
16992,'18090,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-12-23 22:34:40,marijuana
16994,'18092,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-12-21 22:34:40,marijuana
16995,'18093,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-12-22 22:34:40,marijuana
16997,'18095,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-10-08 22:34:40,marijuana
16998,'18096,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-08-15 22:34:40,marijuana
16999,'18097,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-08-22 22:34:40,marijuana
17000,'18098,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-10-23 22:34:40,marijuana
17001,'18099,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-12-06 22:34:40,marijuana
17002,'18100,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-10-19 22:34:40,marijuana
17003,'18101,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-07-30 22:34:40,marijuana
17004,'18102,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-12-02 22:34:40,marijuana
17005,'18103,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-10-18 22:34:40,marijuana
17006,'18104,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-08-27 22:34:40,marijuana
17007,'18105,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-10-10 22:34:40,marijuana
17008,'18106,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-11-30 22:34:40,marijuana
17009,'18107,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-10-16 22:34:40,marijuana
17010,'18108,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-08-18 22:34:40,marijuana
17011,'18109,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-11-29 22:34:40,marijuana
17012,'18110,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-08-21 22:34:40,marijuana
17013,'18111,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-08-09 22:34:40,marijuana
17014,'18112,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-10-10 22:34:40,marijuana
17015,'18113,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-08-20 22:34:40,marijuana
17016,'18114,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-08-09 22:34:40,marijuana
17017,'18115,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-07-31 22:34:40,marijuana
17018,'18116,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-10-30 22:34:40,marijuana
17019,'18117,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-12-15 22:34:40,marijuana
17020,'18118,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-08-13 22:34:40,marijuana
17021,'18119,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-12-06 22:34:40,marijuana
17022,'18120,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-08-19 22:34:40,marijuana
17023,'18121,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-08-04 22:34:40,marijuana
17024,'18122,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-11-06 22:34:40,marijuana
17025,'18123,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-11-09 22:34:40,marijuana
17026,'18124,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-12-15 22:34:40,marijuana
17027,'18125,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-08-17 22:34:40,marijuana
17028,'18126,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-10-06 22:34:40,marijuana
17029,'18127,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-10-30 22:34:40,marijuana
17030,'18128,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-11-22 22:34:40,marijuana
17031,'18129,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-10-25 22:34:40,marijuana
17032,'18130,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-12-04 22:34:40,marijuana
17033,'18131,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-06-25 22:34:40,marijuana
17034,'18132,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-07-19 22:34:40,marijuana
17035,'18133,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-07-22 22:34:40,marijuana
17036,'18134,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-07-22 22:34:40,marijuana
17037,'18135,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-07-06 22:34:40,marijuana
17038,'18136,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-07-22 22:34:40,marijuana
17039,'18137,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-07-19 22:34:40,marijuana
17040,'18138,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-07-06 22:34:40,marijuana
17041,'18139,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-06-26 22:34:40,marijuana
17042,'18140,1444,AlanCuring420_UK,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),2018-07-24 22:34:40,marijuana
17064,'18162,907,pillonpourvousservir,20g KIA HASH prenium,2018-12-06 22:35:17,hashish
17065,'18163,907,pillonpourvousservir,20g KIA HASH prenium,2018-11-07 22:35:17,hashish
17066,'18164,907,pillonpourvousservir,20g KIA HASH prenium,2018-11-14 22:35:17,hashish
17067,'18165,907,pillonpourvousservir,20g KIA HASH prenium,2018-12-10 22:35:17,hashish
17068,'18166,907,pillonpourvousservir,20g KIA HASH prenium,2018-11-23 22:35:17,hashish
17069,'18167,907,pillonpourvousservir,20g KIA HASH prenium,2018-12-10 22:35:17,hashish
17070,'18168,907,pillonpourvousservir,20g KIA HASH prenium,2018-11-22 22:35:17,hashish
17071,'18169,907,pillonpourvousservir,20g KIA HASH prenium,2018-11-07 22:35:17,hashish
17072,'18170,907,pillonpourvousservir,20g KIA HASH prenium,2018-11-08 22:35:17,hashish
17073,'18171,907,pillonpourvousservir,20g KIA HASH prenium,2018-12-03 22:35:17,hashish
17074,'18172,907,pillonpourvousservir,20g KIA HASH prenium,2018-11-23 22:35:17,hashish
17075,'18173,907,pillonpourvousservir,20g KIA HASH prenium,2018-12-08 22:35:17,hashish
17076,'18174,907,pillonpourvousservir,20g KIA HASH prenium,2018-12-01 22:35:17,hashish
17077,'18175,907,pillonpourvousservir,20g KIA HASH prenium,2018-11-14 22:35:17,hashish
17078,'18176,907,pillonpourvousservir,20g KIA HASH prenium,2018-11-17 22:35:17,hashish
17079,'18177,907,pillonpourvousservir,20g KIA HASH prenium,2018-12-03 22:35:17,hashish
17080,'18178,907,pillonpourvousservir,20g KIA HASH prenium,2018-11-24 22:35:17,hashish
17081,'18179,907,pillonpourvousservir,20g KIA HASH prenium,2018-11-07 22:35:17,hashish
17082,'18180,907,pillonpourvousservir,20g KIA HASH prenium,2018-11-06 22:35:17,hashish
17083,'18181,907,pillonpourvousservir,20g KIA HASH prenium,2018-11-16 22:35:17,hashish
17084,'18182,907,pillonpourvousservir,20g KIA HASH prenium,2018-11-15 22:35:17,hashish
17085,'18183,907,pillonpourvousservir,20g KIA HASH prenium,2018-11-22 22:35:17,hashish
17086,'18184,907,pillonpourvousservir,20g KIA HASH prenium,2018-11-15 22:35:17,hashish
17087,'18185,907,pillonpourvousservir,20g KIA HASH prenium,2018-11-12 22:35:17,hashish
17088,'18186,907,pillonpourvousservir,20g KIA HASH prenium,2018-12-08 22:35:17,hashish
17089,'18187,907,pillonpourvousservir,20g KIA HASH prenium,2018-12-07 22:35:17,hashish
17090,'18188,907,pillonpourvousservir,20g KIA HASH prenium,2018-11-07 22:35:17,hashish
17091,'18189,907,pillonpourvousservir,20g KIA HASH prenium,2018-11-08 22:35:17,hashish
17092,'18190,907,pillonpourvousservir,20g KIA HASH prenium,2018-11-14 22:35:17,hashish
17093,'18191,907,pillonpourvousservir,20g KIA HASH prenium,2018-11-17 22:35:17,hashish
17094,'18192,907,pillonpourvousservir,20g KIA HASH prenium,2018-12-07 22:35:17,hashish
17095,'18193,907,pillonpourvousservir,20g KIA HASH prenium,2018-11-10 22:35:17,hashish
17096,'18194,907,pillonpourvousservir,20g KIA HASH prenium,2018-12-07 22:35:17,hashish
17097,'18195,907,pillonpourvousservir,20g KIA HASH prenium,2018-11-19 22:35:17,hashish
17098,'18196,907,pillonpourvousservir,20g KIA HASH prenium,2018-11-30 22:35:17,hashish
17099,'18197,907,pillonpourvousservir,20g KIA HASH prenium,2018-11-13 22:35:17,hashish
17100,'18198,907,pillonpourvousservir,20g KIA HASH prenium,2018-12-13 22:35:17,hashish
17101,'18199,907,pillonpourvousservir,20g KIA HASH prenium,2018-12-05 22:35:17,hashish
17102,'18200,907,pillonpourvousservir,20g KIA HASH prenium,2018-11-14 22:35:17,hashish
17287,'18385,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-08-29 22:38:38,marijuana
17288,'18386,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-09-13 22:38:38,marijuana
17289,'18387,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-08-24 22:38:38,marijuana
17290,'18388,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-09-18 22:38:38,marijuana
17291,'18389,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-07-30 22:38:38,marijuana
17292,'18390,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-12-06 22:38:38,marijuana
17293,'18391,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-09-07 22:38:38,marijuana
17294,'18392,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-09-05 22:38:38,marijuana
17295,'18393,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-09-09 22:38:38,marijuana
17296,'18394,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-10-28 22:38:38,marijuana
17297,'18395,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-12-13 22:38:38,marijuana
17298,'18396,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-11-16 22:38:38,marijuana
17299,'18397,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-08-25 22:38:38,marijuana
17300,'18398,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-10-24 22:38:38,marijuana
17301,'18399,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-08-31 22:38:38,marijuana
17302,'18400,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-10-01 22:38:38,marijuana
17303,'18401,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-10-22 22:38:38,marijuana
17304,'18402,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-09-10 22:38:38,marijuana
17305,'18403,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-08-07 22:38:38,marijuana
17306,'18404,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-10-31 22:38:38,marijuana
17307,'18405,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-12-12 22:38:38,marijuana
17308,'18406,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-11-18 22:38:38,marijuana
17309,'18407,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-10-29 22:38:38,marijuana
17310,'18408,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-09-28 22:38:38,marijuana
17311,'18409,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-08-29 22:38:38,marijuana
17312,'18410,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-10-19 22:38:38,marijuana
17313,'18411,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-08-27 22:38:38,marijuana
17314,'18412,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-09-13 22:38:38,marijuana
17315,'18413,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-08-08 22:38:38,marijuana
17316,'18414,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-11-29 22:38:38,marijuana
17317,'18415,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-09-15 22:38:38,marijuana
17318,'18416,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-12-08 22:38:38,marijuana
17319,'18417,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-07-30 22:38:38,marijuana
17320,'18418,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-08-06 22:38:38,marijuana
17321,'18419,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-09-09 22:38:38,marijuana
17322,'18420,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-10-11 22:38:38,marijuana
17323,'18421,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-10-19 22:38:38,marijuana
17324,'18422,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-10-27 22:38:38,marijuana
17325,'18423,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-10-12 22:38:38,marijuana
17326,'18424,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-10-11 22:38:38,marijuana
17327,'18425,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-08-30 22:38:38,marijuana
17328,'18426,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-07-23 22:38:38,marijuana
17329,'18427,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-07-03 22:38:38,marijuana
17330,'18428,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-06-02 22:38:38,marijuana
17331,'18429,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-06-13 22:38:38,marijuana
17332,'18430,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-06-15 22:38:38,marijuana
17333,'18431,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-07-22 22:38:38,marijuana
17334,'18432,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-06-29 22:38:38,marijuana
17335,'18433,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-06-18 22:38:38,marijuana
17336,'18434,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-06-17 22:38:38,marijuana
17337,'18435,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-06-02 22:38:38,marijuana
17338,'18436,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-06-29 22:38:38,marijuana
17339,'18437,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-05-21 22:38:38,marijuana
17340,'18438,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-06-01 22:38:38,marijuana
17341,'18439,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-06-11 22:38:38,marijuana
17342,'18440,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-06-23 22:38:38,marijuana
17343,'18441,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-07-09 22:38:38,marijuana
17344,'18442,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-06-04 22:38:38,marijuana
17345,'18443,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-06-22 22:38:38,marijuana
17346,'18444,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-07-19 22:38:38,marijuana
17347,'18445,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-05-25 22:38:38,marijuana
17348,'18446,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-06-16 22:38:38,marijuana
17349,'18447,3242,marcoback123,Easy Sativa 5g Amazing QUALITY / PRICE !!!,2018-07-22 22:38:38,marijuana
17351,'18449,1805,projeccao,"Weed Skunkmix, 5g",2018-12-22 22:38:50,marijuana
17352,'18450,1805,projeccao,"Weed Skunkmix, 5g",2018-12-19 22:38:50,marijuana
17353,'18451,1805,projeccao,"Weed Skunkmix, 5g",2018-12-18 22:38:50,marijuana
17354,'18452,1805,projeccao,"Weed Skunkmix, 5g",2018-12-27 22:38:50,marijuana
17355,'18453,1805,projeccao,"Weed Skunkmix, 5g",2018-12-25 22:38:50,marijuana
17356,'18454,1805,projeccao,"Weed Skunkmix, 5g",2018-12-24 22:38:50,marijuana
17357,'18455,1805,projeccao,"Weed Skunkmix, 5g",2018-12-19 22:38:50,marijuana
17358,'18456,1805,projeccao,"Weed Skunkmix, 5g",2018-12-19 22:38:50,marijuana
